poi_name,poi_rating,poi_price,poi_category,poi_address,poi_latitude,poi_longitude,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
Girit Adası Balıkevi,4.0,₺₺₺,['Seafood'],"Mavişehir Mah., Cehar Dudayev Bulv. No.79/ A, Denizbostanlısı, 35530 İzmir, Turkey",38.4843087190975,27.0943023912128,yelp,Mavişehir İzban,961.5171600796763,Mavişehir İzban,38.481502,27.083854,12
Beyaz Fırın,8.5,2.0,Bakery,"Kıbrıs Sok No:61B (Erdem Cad.), 35380 Buca",38.386428,27.179544,foursquare,Hasanaga Parkı 1,196.43308004616804,Hasanaga Parkı 1,38.384679,27.179861,12
Öteyaka,8.7,4.0,Steakhouse,"Erdem Cad No: 68/A Buca, İzmir",38.385641,27.178016,foursquare,Hasanaga Parkı 1,193.13951811324102,Hasanaga Parkı 1,38.384679,27.179861,12
V-Mix Cafe & Bar,8.2,2.0,Café,"Erdem Cad No:53, 35160 Buca",38.385445,27.178306,foursquare,Hasanaga Parkı 1,160.07694934716795,Hasanaga Parkı 1,38.384679,27.179861,12
Feriştah Meyhane,7.9,Unknown,Meyhane,"Erdem Cad No:53 (Menderes), 35000 Buca",38.385445,27.178306,foursquare,Hasanaga Parkı 1,160.07694934716795,Hasanaga Parkı 1,38.384679,27.179861,12
Soulmate Coffee & Bakery,8.2,2.0,Café,"24 Sok, Deü İibf Kapısı Karşısı (Erdem Caddesi), 35290 Buca",38.384147,27.182906,foursquare,Hasanaga Parkı 1,271.9198323405683,Hasanaga Parkı 1,38.384679,27.179861,12
Cactus Coffee,8.6,2.0,Café,Buca,38.38304,27.182672,foursquare,Hasanaga Parkı 1,305.36224822387607,Hasanaga Parkı 1,38.384679,27.179861,12
Buckın Coffee Co.,8.2,2.0,Café,"Erdem Cad No:18 Buca Adatepe (Erdem Caddesi), Buca",38.382709,27.181964,foursquare,Hasanaga Parkı 1,285.63034873639054,Hasanaga Parkı 1,38.384679,27.179861,12
Coffee Shop,8.3,2.0,Café,"8/4 Sok No:4/A Adatepe-Buca (Erdem Caddesi), İzmir",38.383593,27.183252,foursquare,Hasanaga Parkı 1,319.2833901017072,Hasanaga Parkı 1,38.384679,27.179861,12
Walter's Sandwich Lab,8.4,1.0,Sandwich Spot,"3 Sok No:16/B (Adatepe Mah.), Buca",38.386489,27.182959,foursquare,Hasanaga Parkı 1,336.77728068449915,Hasanaga Parkı 1,38.384679,27.179861,12
Sofram Ev Yemekleri ve Fastfood,5.0,Unknown,"['Fast Food', 'Homemade Food']","Adatepe Mah., Buca, 35390 İzmir, Turkey",38.386001,27.1797502,yelp,Hasanaga Parkı 1,147.31678762746805,Hasanaga Parkı 1,38.384679,27.179861,12
Göl Cafe & Pastane,2.0,Unknown,"['Bakeries', 'Cafes', 'Coffee & Tea']","Adatepe Mah., Erdem Cad., 35370 İzmir, Turkey",38.3840712,27.180754,yelp,Hasanaga Parkı 1,103.08246881490878,Hasanaga Parkı 1,38.384679,27.179861,12
9 Eylül Pide Salonu,4.0,Unknown,['Turkish'],"Adatepe Mah., Erdem Cad., 35370 İzmir, Turkey",38.3840712,27.180754,yelp,Hasanaga Parkı 1,103.08246881490878,Hasanaga Parkı 1,38.384679,27.179861,12
Dürümcü Aybar Dede,2.0,Unknown,"['Turkish', 'Kebab']","Erdem Cad., No: 41/A, 35370 İzmir, Turkey",38.385579,27.178494,yelp,Hasanaga Parkı 1,155.60062697096967,Hasanaga Parkı 1,38.384679,27.179861,12
Chicky Döner,4.0,₺,"['Fast Food', 'Donairs']","Kazım Dirik Mah., Mustafa Kemal Cad. No:81/A, Bornova, 35370 İzmir, Turkey",38.3873983,27.1737977,yelp,Hasanaga Parkı 1,608.8640895897014,Hasanaga Parkı 1,38.384679,27.179861,12
Çapa Lokantası,4.5,Unknown,['Turkish'],"Uğur Mumcu Cad., No: 10/B, 35370 İzmir, Turkey",38.387627,27.172869,yelp,Hasanaga Parkı 1,691.9877793556761,Hasanaga Parkı 1,38.384679,27.179861,12
Has Konyalı,4.5,Unknown,['Turkish'],"Menderes Cad., No: 26/C, 35425 İzmir, Turkey",38.389033,27.170256,yelp,Hasanaga Parkı 1,967.0732000091573,Hasanaga Parkı 1,38.384679,27.179861,12
Terracafe,5.0,Unknown,"['Cafes', 'Coffee & Tea']","8211/7. Sk, çiğli/ataşehir, 35370 İzmir, Turkey",38.3864,27.1836,yelp,Hasanaga Parkı 1,377.92463850195315,Hasanaga Parkı 1,38.384679,27.179861,12
Mis Mantı Evi,3.0,Unknown,['Turkish'],"Adatepe Mah., Erdem Cad. 4.Sok. No:4 Buca, 35390 İzmir, Turkey",38.3840712,27.180754,yelp,Hasanaga Parkı 1,103.08246881490878,Hasanaga Parkı 1,38.384679,27.179861,12
Tuval Playstation Cafe,4.0,Unknown,"['Cafes', 'Coffee & Tea']","Adatepe Mah., Buca, 35370 İzmir, Turkey",38.381987,27.1825538,yelp,Hasanaga Parkı 1,380.38486076387,Hasanaga Parkı 1,38.384679,27.179861,12
Heykel Tekel & Çerez,3.0,Unknown,['Delis'],"Buca Heykel, 35390 İzmir, Turkey",38.391915,27.1769231,yelp,Hasanaga Parkı 1,844.3692086278517,Hasanaga Parkı 1,38.384679,27.179861,12
May Tekel Çerez & Şarküteri,3.0,Unknown,['Delis'],"Buca Heykel, 35390 İzmir, Turkey",38.391915,27.1769231,yelp,Hasanaga Parkı 1,844.3692086278517,Hasanaga Parkı 1,38.384679,27.179861,12
Cafe Korner,3.0,Unknown,"['Cafes', 'Coffee & Tea']","Adatepe Mah., Erdem Cad. No:35/ C Buca, 35370 İzmir, Turkey",38.3836937,27.1809158,yelp,Hasanaga Parkı 1,143.02508402854295,Hasanaga Parkı 1,38.384679,27.179861,12
Sandwich Store,4.0,Unknown,"['Turkish', 'Italian', 'Sandwiches']","1379 Sok. 53/Z-5, Çankaya, 35370 İzmir, Turkey",38.3889057,27.1791171,yelp,Hasanaga Parkı 1,474.43951705026944,Hasanaga Parkı 1,38.384679,27.179861,12
Safinaz,4.0,Unknown,['Fast Food'],"Menderes Cad., No: 26/A, 35425 İzmir, Turkey",38.389727,27.167454,yelp,Hasanaga Parkı 1,1218.3756519914625,Hasanaga Parkı 1,38.384679,27.179861,12
Göl Cafe,6.3,2.0,Café,"Özmen Cad (Kıbrıs Cd.), Buca",38.383498,27.170009,foursquare,Hasanaga Parkı 2,681.7742071442559,Hasanaga Parkı 2,38.381967,27.177583,12
Rüzgar Kokoreç,8.5,Unknown,Kokoreç Restaurant,"63 Sok, Buca",38.3815,27.178162,foursquare,Hasanaga Parkı 2,72.41266265653597,Hasanaga Parkı 2,38.381967,27.177583,12
Kahve Esintisi,8.0,2.0,Café,"Buca , Üçkuyular Meydanı, İzmir",38.381361,27.176649,foursquare,Hasanaga Parkı 2,105.6814012953198,Hasanaga Parkı 2,38.381967,27.177583,12
Chef Food,7.7,2.0,Fast Food,"Ucyol Meydan (Ismail Sivri Bulvarı), İzmir",38.380876,27.175543,foursquare,Hasanaga Parkı 2,215.25792008878713,Hasanaga Parkı 2,38.381967,27.177583,12
Gazoz Ağacı,8.7,2.0,Café,Buca,38.383815,27.1752,foursquare,Hasanaga Parkı 2,292.1801018378275,Hasanaga Parkı 2,38.381967,27.177583,12
Buca Tostçusu,9.1,1.0,Fast Food,"83 Sok No:41/B, Buca",38.384547,27.1739,foursquare,Hasanaga Parkı 2,430.53086201787767,Hasanaga Parkı 2,38.381967,27.177583,12
Doy Doy Kokoreç,7.6,Unknown,Kokoreç Restaurant,Buca,38.38286,27.173523,foursquare,Hasanaga Parkı 2,367.55310264788494,Hasanaga Parkı 2,38.381967,27.177583,12
Sini Köşk Restaurant,4.0,₺₺₺,"['Turkish', 'Kebab', 'Tabernas']","Uğur Mumcu Cad. No: 53 Buca, 35400 İzmir, Turkey",38.384841,27.169899,yelp,Hasanaga Parkı 2,742.095455948866,Hasanaga Parkı 2,38.381967,27.177583,12
